% This MetaLexicon was created by taking the union of the following manually created lexical resources:
%
%   1. AFINN
%   2. NRC Word-Emotion Association Lexicon (words with no emotion associations are taken as neutral)
%   3. Bing Liu's Opinion Lexicon
%   4. MPQA Subjectivity Lexicon
%
% We discarded all the words where a polarity clash between two or more lexicons was observed.

@relation 'MetaLex'

@attribute term string
@attribute polarity {negative,neutral,positive}

@data
lessor,neutral
letch,negative
lethal,negative
lethargy,negative
lettered,positive
letters,neutral
lettuce,neutral
leukemia,negative
level,positive
lever,neutral
leverage,positive
levity,positive
levy,negative
lewd,negative
lewdly,negative
lewdness,negative
lexicon,neutral
ley,neutral
liabilities,neutral
liable,negative
liaison,negative
liar,negative
liars,negative
libel,negative
liberally,positive
liberate,positive
liberation,positive
liberty,positive
libido,neutral
librarian,neutral
library,positive
libretto,neutral
license,neutral
licentious,negative
licentiously,negative
licentiousness,negative
lichen,neutral
lick,negative
lid,neutral
lie,negative
lied,negative
liege,neutral
lien,neutral
lier,negative
lies,negative
lieu,neutral
life,neutral
life-threatening,negative
lifeblood,positive
lifeboat,neutral
lifeless,negative
lifelike,neutral
lifesaver,positive
lifetime,neutral
lift,neutral
ligament,neutral
ligation,neutral
light-hearted,positive
lighter,positive
lighthearted,positive
lighthouse,positive
lightness,neutral
likable,positive
like,positive
liked,positive
likelihood,neutral
likely,neutral
likeness,neutral
likes,positive
likewise,neutral
liking,positive
lilac,neutral
lily,neutral
limb,neutral
limbo,neutral
limitations,negative
limited,negative
limitless,neutral
limits,negative
limousine,neutral
limp,negative
lin,neutral
line,neutral
lineage,neutral
lineal,neutral
linear,neutral
lined,neutral
linen,neutral
liner,neutral
lingo,neutral
lingual,neutral
linguist,positive
linguistic,neutral
linguistics,neutral
lining,neutral
link,neutral
linoleum,neutral
lint,negative
lion,positive
lionhearted,positive
lip,neutral
lipstick,neutral
liquefaction,neutral
liquefied,neutral
liqueur,neutral
liquid,neutral
liquidate,neutral
liquidation,neutral
liquidator,neutral
liquidity,neutral
liquor,negative
lisp,neutral
list,neutral
listen,neutral
listener,neutral
listing,neutral
listless,negative
litany,neutral
literally,neutral
literary,neutral
literate,positive
literature,neutral
lithe,positive
lithograph,neutral
lithography,neutral
lithology,neutral
lithosphere,neutral
litigant,negative
litigate,negative
litigation,negative
litigious,negative
litter,negative
little,negative
little-known,negative
littoral,neutral
liturgy,neutral
live,positive
livelihood,neutral
lively,positive
livery,neutral
livid,negative
lividly,negative
living,neutral
llama,neutral
lmao,positive
lmfao,positive
load,neutral
loaf,negative
loafer,negative
loam,neutral
loan,neutral
loath,negative
loathe,negative
loathed,negative
loathes,negative
loathing,negative
loathly,negative
loathsome,negative
loathsomely,negative
lobbying,negative
lobbyist,negative
lobe,neutral
local,neutral
locale,neutral
locality,neutral
localization,neutral
locate,neutral
location,neutral
loch,neutral
lock,neutral
locker,neutral
locksmith,neutral
lockup,negative
locomotion,neutral
locomotive,neutral
locust,negative
lodge,neutral
lodger,neutral
loft,neutral
log,neutral
logarithm,neutral
logarithmic,neutral
logic,neutral
logical,positive
logistics,neutral
logotype,neutral
loin,neutral
lol,positive
lollipop,neutral
lone,negative
loneliness,negative
lonely,negative
loner,negative
lonesome,negative
long,negative
long-lasting,positive
long-time,negative
long-winded,negative
longevity,positive
longing,negative
longingly,negative
longitude,neutral
longitudinal,neutral
longitudinally,neutral
loo,negative
look,neutral
looking,neutral
lookout,neutral
loom,negative
loomed,negative
looms,negative
loon,negative
loony,negative
loop,neutral
loopholes,negative
loose,negative
loosen,neutral
loosening,neutral
looses,negative
loot,negative
lop,neutral
lopsided,neutral
lords,neutral
lordship,positive
lore,neutral
lorn,negative
lorry,neutral
lose,negative
loser,negative
losers,negative
loses,negative
losing,negative
loss,negative
losses,negative
lost,negative
lot,neutral
lotion,neutral
lots,neutral
lotto,neutral
louder,negative
loudly,neutral
loudness,negative
lounge,negative
louse,negative
lousy,negative
lovable,positive
lovably,positive
love,positive
loved,positive
loveless,negative
lovelies,positive
loveliness,positive
lovelorn,negative
lovely,positive
lovemaking,positive
lover,positive
loves,positive
loving,positive
low,negative
low-cost,positive
low-price,positive
low-priced,positive
low-rated,negative
low-risk,positive
lower,negative
lower-priced,positive
lowering,negative
lowest,negative
lowlands,negative
lowly,negative
loyal,positive
loyalty,positive
lubricate,neutral
lubrication,neutral
lucid,positive
lucidly,positive
luck,positive
luckier,positive
luckiest,positive
luckily,positive
luckiness,positive
lucky,positive
lucrative,positive
ludicrous,negative
ludicrously,negative
lug,neutral
luggage,neutral
lugubrious,negative
lukewarm,negative
lull,negative
lullaby,neutral
lumbar,neutral
lumber,neutral
lumbering,negative
luminescent,neutral
lump,negative
lumpy,negative
lunacy,negative
lunar,neutral
lunatic,negative
lunaticism,negative
lunatics,negative
lunch,neutral
luncheon,neutral
lungs,neutral
lurch,negative
lure,negative
lurid,negative
lurk,negative
lurking,negative
lurks,negative
luscious,positive
lust,negative
luster,positive
lustful,negative
lustrous,positive
lute,neutral
luxuriant,positive
luxuriate,positive
luxurious,positive
luxuriously,positive
luxury,positive
lying,negative
lymph,neutral
lymphatic,neutral
lynch,negative
lynx,neutral
lyre,positive
lyric,neutral
lyrical,positive
macabre,negative
mace,negative
machinery,neutral
machinist,neutral
mackerel,neutral
mad,negative
madam,neutral
madame,neutral
madden,negative
maddening,negative
maddeningly,negative
madder,negative
made-up,negative
madly,negative
madman,negative
madness,negative
mafia,negative
magazine,neutral
magenta,neutral
maggot,negative
magical,positive
magistrate,neutral
magma,neutral
magnanimous,positive
magnanimously,positive
magnate,neutral
magnet,positive
magnetic,positive
magnetism,positive
magnetite,positive
magnificence,positive
magnificent,positive
magnificently,positive
magnifier,neutral
magnitude,neutral
magpie,neutral
maid,neutral
maiden,positive
main,positive
mainland,neutral
mainstay,positive
majestic,positive
majesty,positive
majority,positive
make,neutral
maker,neutral
makeshift,negative
makeup,neutral
maladjusted,negative
maladjustment,negative
malady,negative
malaise,negative
malaria,negative
malcontent,negative
malcontented,negative
male,neutral
maledict,negative
malevolence,negative
malevolent,negative
malevolently,negative
malfeasance,negative
malformation,negative
malice,negative
malicious,negative
maliciously,negative
maliciousness,negative
malign,negative
malignancy,negative
malignant,negative
mall,neutral
malleable,neutral
mallet,neutral
malodorous,negative
malpractice,negative
maltreatment,negative
mammal,neutral
mammoth,neutral
man,neutral
manage,positive
manageable,positive
management,positive
manager,neutral
mandamus,negative
mandarin,positive
mandate,neutral
mandatory,negative
mandible,neutral
mandolin,neutral
mandrel,neutral
mane,neutral
maneuverable,positive
maneuvering,neutral
mange,negative
manger,neutral
mangle,negative
mangled,negative
mangles,negative
mangling,negative
mango,neutral
mangosteen,neutral
manhood,positive
mania,negative
maniac,negative
maniacal,negative
manic,negative
manicure,neutral
manifested,positive
manifestly,neutral
manifesto,neutral
manifold,neutral
manipulate,negative
manipulated,negative
manipulating,negative
manipulation,negative
manipulative,negative
manipulators,negative
mankind,neutral
manly,positive
manna,positive
manner,neutral
mannered,positive
mannerly,positive
manners,positive
manor,neutral
mansion,neutral
manslaughter,negative
mantle,neutral
mantra,neutral
manufacture,neutral
manufacturer,positive
manure,negative
manuscript,neutral
map,neutral
mar,negative
marble,neutral
marbled,neutral
marbles,neutral
march,positive
mare,neutral
margin,negative
marginally,negative
marijuana,neutral
mariner,neutral
maritime,neutral
mark,neutral
marked,positive
market,neutral
marketable,positive
marketplace,neutral
marks,neutral
marl,neutral
marmalade,neutral
maroon,negative
marquee,neutral
marquis,positive
marriage,positive
married,neutral
marrow,positive
marry,positive
marsh,neutral
marshal,positive
mart,neutral
martingale,negative
martyr,negative
martyrdom,negative
martyrdom-seeking,negative
marvel,positive
marveled,positive
marvelled,positive
marvellous,positive
marvelous,positive
marvelously,positive
marvelousness,positive
marvels,positive
masculine,positive
masculinity,neutral
mash,neutral
mashed,negative
mask,neutral
masochism,negative
mason,neutral
masquerade,neutral
mass,neutral
massacre,negative
massacres,negative
massage,positive
massive,neutral
master,positive
masterful,positive
masterfully,positive
mastermind,neutral
masterpiece,positive
masterpieces,positive
masters,positive
mastery,positive
masturbate,neutral
masturbation,neutral
mat,neutral
match,neutral
matching,neutral
matchless,positive
mate,positive
material,neutral
materialism,negative
materialist,negative
materialistic,neutral
materiality,neutral
materialize,neutral
materially,neutral
materials,neutral
materiel,neutral
maternity,neutral
mathematician,neutral
mathematics,neutral
matriculation,neutral
matrimony,positive
matrix,neutral
matron,positive
matte,negative
matted,neutral
matters,positive
matting,neutral
mattress,neutral
maturation,neutral
mature,positive
maturely,positive
mauve,neutral
maverick,negative
mawkish,negative
mawkishly,negative
mawkishness,negative
maxi-devaluation,negative
maximize,positive
maximum,positive
maybe,neutral
mayor,positive
maze,neutral
mead,neutral
meadow,positive
meager,negative
meal,neutral
mean,neutral
meander,neutral
meandering,negative
meaning,neutral
meaningful,positive
meaningless,negative
meanness,negative
means,neutral
meantime,neutral
measles,negative
measly,negative
measurable,neutral
measured,positive
measurement,neutral
measuring,neutral
meat,neutral
mechanic,neutral
mechanical,neutral
mechanism,neutral
medal,positive
medallion,neutral
medallist,neutral
meddle,negative
meddlesome,negative
meddling,neutral
media,neutral
medial,neutral
median,neutral
mediate,positive
mediation,positive
mediator,positive
medical,positive
medicinal,neutral
medicine,neutral
medieval,neutral
mediocre,negative
mediocrity,negative
meditate,positive
meditation,neutral
mediterranean,positive
medium,neutral
medley,positive
meek,positive
meet,neutral
meeting,neutral
melancholic,negative
melancholy,negative
melee,negative
mellow,positive
melodious,neutral
melodrama,negative
melodramatically,negative
melody,neutral
melt,neutral
meltdown,negative
melting,neutral
member,neutral
membrane,neutral
memento,positive
memo,neutral
memoir,neutral
memorabilia,neutral
memorable,positive
memorandum,neutral
memorial,neutral
memorialize,positive
memories,neutral
memorize,neutral
memory,neutral
menace,negative
menaced,negative
menacing,negative
menacingly,negative
menagerie,neutral
mendacious,negative
mendacity,negative
mending,positive
menial,negative
meniscus,neutral
menses,positive
menstrual,neutral
mental,neutral
mentality,neutral
mention,neutral
mentor,positive
menu,neutral
meow,neutral
mercantile,neutral
mercenary,negative
merchandise,neutral
merciful,positive
mercifully,positive
merciless,negative
mercilessly,negative
mercurial,neutral
mercy,positive
merely,negative
merge,positive
meridian,neutral
meridional,neutral
merit,positive
meritorious,positive
mermaid,neutral
merrily,positive
merriment,positive
merriness,positive
merry,positive
mesa,neutral
mesh,neutral
meshes,neutral
mesmerize,positive
mesmerizes,positive
mesmerizing,positive
mesmerizingly,positive
mess,negative
message,neutral
messed,negative
messes,negative
messing,negative
'messing up',negative
messy,negative
metabolism,neutral
metal,neutral
metallurgy,neutral
metamorphosis,neutral
metaphor,neutral
metaphorical,neutral
metaphorize,neutral
metaphysical,neutral
metaphysics,neutral
metastasis,negative
meteor,neutral
meteoric,neutral
meteorite,neutral
meteorological,neutral
meteorology,neutral
meter,neutral
methanol,negative
method,neutral
meticulously,positive
metric,neutral
metrical,neutral
metrology,neutral
metropolis,neutral
metropolitan,positive
mettle,positive
mew,neutral
mica,neutral
mick,neutral
microbe,neutral
microbiology,neutral
microcosm,neutral
microgram,neutral
micrometer,neutral
micron,neutral
microphone,neutral
microscopic,neutral
